Personal Opinion: DOBBS V. JACKSON (Group A),Court Ruling: DOBBS V. JACKSON (Group A),Personal Opinion: DOBBS V. JACKSON (GROUP B),Court Ruling: DOBBS V. JACKSON (Group B),Personal Opinion: ROE V. WADE,Court Ruling: ROE V. WADE,Personal Opinion: NY STATE RIFLE AND PISTOL ASSOCIATION V. BRUEN (Group A),Court Ruling: NY STATE RIFLE AND PISTOL ASSOCIATION V. BRUEN (Group A),Personal Opinion: NY STATE RIFLE AND PISTOL ASSOCIATION V. BRUEN (Group B),Court Ruling: NY STATE RIFLE AND PISTOL ASSOCIATION V. BRUEN (Group B),Personal Opinion: CARSON V. MAKIN (Group A),Court Opinion: CARSON V. MAKIN (Group A),Personal Opinion: CARSON V. MAKIN (Group B),Court Opinion: CARSON V. MAKIN (Group B),Personal Opinion: U.S. V. ZUBAYDAH (GROUP A),Court Ruling: : U.S. V. ZUBAYDAH (GROUP A),Personal Opinion: U.S. V. ZUBAYDAH (GROUP B),Court Ruling: U.S. V. ZUBAYDAH (GROUP B),Personal Opinion: HOUSTON COMMUNITY COLLEGE SYSTEM V. WILSON (Group A),Court Ruling: HOUSTON COMMUNITY COLLEGE SYSTEM V. WILSON (Group A),Personal Opinion: HOUSTON COMMUNITY COLLEGE SYSTEM V. WILSON (Group B),Court Ruling: HOUSTON COMMUNITY COLLEGE SYSTEM V. WILSON (Group B),Personal Opinion: RAMIREZ V. COLLIER (Group A),Court Ruling: RAMIREZ V. COLLIER (Group A),Personal Opinion: RAMIREZ V. COLLIER (Group B),Court Ruling: RAMIREZ V. COLLIER (Group B),Personal Opinion: SHURTLEFF V. BOSTON (Group A),Court Ruling: SHURTLEFF V. BOSTON (Group A),Personal Opinion: SHURTLEFF V. BOSTON (Group B),Court Ruling: SHURTLEFF V. BOSTON (Group B),"Personal Opinion: NATIONAL FEDERATION OF INDEPENDENT BUSINESSES V. DOL, OSHA (Group A)","Court Ruling: NATIONAL FEDERATION OF INDEPENDENT BUSINESSES V. DOL, OSHA (Group A)","Personal Opinion: NATIONAL FEDERATION OF INDEPENDENT BUSINESSES V. DOL, OSHA (Group B)","Court Ruling: NATIONAL FEDERATION OF INDEPENDENT BUSINESSES V. DOL, OSHA (Group B)",Personal Opinion: BIDEN V. MISSOURI (Group A),Court Opinion: BIDEN V. MISSOURI (Group A),Personal Opinion: BIDEN V. MISSOURI (Group B),Court Opinion: BIDEN V. MISSOURI (Group B),Personal Opinion: WEST VIRGINIA V. EPA (Group A),Court Ruling: WEST VIRGINIA V. EPA (Group A),Personal Opinion: WEST VIRGINIA V. EPA (Group B),Court Ruling: WEST VIRGINIA V. EPA (Group B),Personal Opinion: TRUMP V. THOMPSON (Group A),Court Ruling: TRUMP V. THOMPSON (Group A),Personal Opinion: TRUMP V. THOMPSON (Group B),Court Ruling: TRUMP V. THOMPSON (Group B),Personal Opinion: KENNEDY V. BREMERTON SCHOOL DISTRICT (Group A),Court Ruling: KENNEDY V. BREMERTON SCHOOL DISTRICT (Group A),Personal Opinion: KENNEDY V. BREMERTON SCHOOL DISTRICT (Group B),Court Ruling: KENNEDY V. BREMERTON SCHOOL DISTRICT (Group B),Personal Opinion: BIDEN V. TEXAS (Group A),Court Ruling: BIDEN V. TEXAS (Group A),Personal Opinion: BIDEN V. TEXAS (Group B),Court Ruling: BIDEN V. TEXAS (Group B),Personal Opinion: OKLAHOMA V. CASTRO-HUERTA (Group A),Court Ruling: OKLAHOMA V. CASTRO-HUERTA (Group A),Personal Opinion: OKLAHOMA V. CASTRO-HUERTA (Group B),Court Ruling: OKLAHOMA V. CASTRO-HUERTA (Group B),Typical Court Votes,Justice Tenure,Last Say in Conflict of Meaning,Justice Selection,Current Chief Justice,Most Recent Justice,Republican Appointed Justices,Appointing President Partisanship Effects,How much do you approve of the performance of the Supreme Court?,Judges at odds with the people should be removed,U.S. Supreme Court is too independent,"If the U.S. Supreme Court started making a lot of decisions that most people disagree with, it might be better to do away with the Supreme Court altogether",The U.S. Supreme Court gets too mixed up in politics,The U.S. Supreme Court can be trusted to make right decisions,Respondent Ideology,Court Ideology,Increase Court Size,Limit Court Terms,Closeness to Ketanji Brown Jackson,Senate and Consideration to Nominees,Should Ketanji Brown Jackson be Approved,"Appropriateness of ""Shadow Docket"" Rulings",Political Interest,Most watched cable news network,Ideology - 3 categories,Ideology - 5 categories,Voter Registration Status,Voter Registration - 2 categories,Party ID - 3 categories,Party ID - 7 categories,2020 Turnout,2020 President Vote Post Election,Gender,Birth Year,Age,Age - 4 categories,Race,Race - 4 categories,Educational Attainment,Education - 4 categories,Marital Status,Children Under 18,State of Residence,Census Region,Area Type,Own or Rent Home,Employment status among non-students,Family income,Family Income - 3 categories,Military Household - I am,Military Household - Family,Military Household - I served previously,Military Household - Family served previously,Military Household - None,"Yes, I am","Yes, household member is",No,Volunteer Activities,Importance of Religion,Church Attendance,Born Again,Prayer Frequency,Affiliation,A/B Randomization,Questionnaire Start Time,Questionnaire End Time,Questionnaire Last Modified Time,Case ID,weight
.,.,2,2,1,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,2,1,1,2,1,2,5,2,3,3,3,3,3,3,99.0,49.0,2,2,2,1,2,2,2,1,3,5,1,1,2,7,1,2,2,1998.0,23.0,1,1,1,5,3,1,2,39,2,4,1,1,8,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2022-03-31 20:39:52.235000,2022-03-31 20:49:00.774000,2022-03-31 20:49:00.647000,1770446783.0,1.05064659977372
.,.,1,2,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,2,2,1,2,4,5,6,1,5,1,5,1,1,4,24.0,94.0,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1951.0,71.0,4,2,2,5,3,1,2,37,3,2,2,5,7,2,2,2,2,1,2,2,2,1,2,2,4,2,3,1,2,2022-03-31 20:34:14.909000,2022-03-31 20:49:36.752000,2022-03-31 20:49:31.230000,1770443585.0,0.551011354433231
.,.,1,1,1,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,4,2,2,2,2,5,7,3,2,4,4,5,2,3,9.0,65.0,1,2,3,1,2,2,3,2,1,2,1,1,2,6,2,6,2,1977.0,45.0,3,1,1,3,2,3,2,34,1,3,2,2,4,1,2,2,2,1,2,2,2,1,1,2,5,2,2,11,2,2022-03-31 19:50:31.374000,2022-03-31 20:49:45.427000,2022-03-31 20:40:05.970000,1770412029.0,0.664719720513809
.,.,2,2,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,5,1,1,3,4,5,4,5,3,3,3,3,3,3,52.0,52.0,3,3,3,1,1,2,7,5,4,6,1,1,3,4,1,2,2,1974.0,47.0,3,1,1,1,1,5,2,19,2,2,1,5,1,1,2,2,2,2,1,2,2,1,2,1,1,2,1,1,2,2022-03-31 20:03:45.595000,2022-03-31 20:51:12.778000,2022-03-31 20:50:58.323000,1770415491.0,1.22804103530184
2,2,.,.,2,1,2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,5,3,3,3,3,4,6,3,3,2,3,4,2,2,20.0,32.0,1,2,3,2,1,2,2,1,2,3,1,1,3,4,2,6,1,1990.0,31.0,2,1,1,2,1,5,2,36,1,1,1,.,2,1,2,2,2,2,1,2,2,1,2,3,4,2,3,6,1,2022-03-31 20:35:35.789000,2022-03-31 20:53:54.520000,2022-03-31 20:53:51.144000,1770443761.0,1.09984411564352
2,2,.,.,2,2,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,1,2,1,1,7,2,4,3,2,3,3,3,51.0,52.0,3,3,3,2,1,2,4,5,3,4,1,1,3,5,1,2,1,1957.0,64.0,3,1,1,3,2,1,2,40,3,1,1,1,8,2,2,2,2,1,2,2,2,1,2,1,5,1,3,1,1,2022-03-31 20:31:49.445000,2022-03-31 20:55:50.409000,2022-03-31 20:55:50.021000,1770442715.0,0.816064053761772
2,1,.,.,1,2,2,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,2,3,2,4,5,7,1,2,2,2,2,2,4,100.0,26.0,5,1,2,1,2,2,1,5,3,5,1,1,2,7,1,2,2,1959.0,62.0,3,1,1,4,2,1,2,47,3,4,1,5,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2022-03-31 20:45:58.957000,2022-03-31 20:56:30.773000,2022-03-31 20:56:30.183000,1770457043.0,0.990254956168253
.,.,1,1,2,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,2,2,1,2,5,5,6,1,4,4,2,1,1,4,1.0,86.0,2,2,1,1,1,2,3,5,1,1,1,1,1,1,2,6,2,1996.0,26.0,1,1,1,4,2,5,2,36,1,4,2,.,97,4,2,2,2,1,2,2,2,1,2,4,6,2,6,11,2,2022-03-31 20:38:02.557000,2022-03-31 20:56:32.419000,2022-03-31 20:56:29.816000,1770445381.0,0.677106014588163
2,2,.,.,1,2,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,2,2,4,5,5,1,4,4,5,5,1,4,98.0,45.0,5,1,2,1,2,2,1,5,3,4,1,1,2,7,1,2,2,1964.0,57.0,3,1,1,4,2,1,2,6,4,4,1,1,15,3,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,2022-03-31 20:11:12.434000,2022-03-31 20:57:36.191000,2022-03-31 20:57:27.701000,1770429233.0,1.04401655840034
.,.,1,1,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,1,1,2,2,2,4,4,3,1,4,4,3,3,4,3,49.0,47.0,4,4,3,2,1,2,3,1,3,4,1,1,3,4,1,2,1,1957.0,64.0,3,1,1,3,2,1,2,37,3,2,1,1,6,2,2,2,1,1,2,2,2,1,2,3,5,2,4,11,2,2022-03-31 20:44:05.480000,2022-03-31 20:58:38.421000,2022-03-31 20:58:28.229000,1770452483.0,0.816064053761772
1,2,.,.,2,1,1,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,2,2,2,4,5,6,4,4,4,4,4,2,3,20.0,77.0,3,2,1,1,1,2,1,3,1,1,1,1,1,1,1,1,2,1960.0,61.0,3,2,2,5,3,5,2,5,3,1,1,5,12,3,2,2,2,2,1,2,2,1,2,4,6,2,3,1,1,2022-03-31 20:34:58.587000,2022-03-31 20:58:40.926000,2022-03-31 20:58:36.874000,1770443679.0,0.507480272725317
.,.,2,2,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,2,3,2,3,4,5,4,3,3,3,3,4,2,3,74.0,55.0,5,2,2,1,2,2,2,4,3,4,1,1,3,5,1,2,1,1967.0,54.0,3,2,2,4,2,1,2,42,1,4,1,2,7,2,2,2,1,2,2,2,2,1,2,2,5,2,4,11,2,2022-03-31 19:27:02.557000,2022-03-31 21:01:13.688000,2022-03-31 21:00:49.129000,1770389313.0,0.614741920980794
2,2,.,.,1,1,1,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,3,2,2,2,2,5,5,3,3,3,3,3,3,3,90.0,60.0,5,1,2,1,2,2,3,5,3,4,1,1,3,5,1,2,2,1961.0,60.0,3,1,1,3,2,1,2,15,4,2,2,.,8,2,2,2,2,2,1,2,2,1,2,1,2,1,1,12,1,2022-03-31 20:30:57.974000,2022-03-31 21:04:54.974000,2022-03-31 21:04:51.994000,1770440399.0,1.02032961750445
.,.,1,2,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,2,2,1,3,2,3,7,3,2,2,2,2,5,1,78.0,90.0,2,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1995.0,27.0,1,2,2,6,4,6,2,36,1,1,2,1,10,3,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2022-03-31 20:50:07.263000,2022-03-31 21:04:58.319000,2022-03-31 21:04:58.165000,1770459417.0,0.833869352586296
.,.,1,2,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,1,2,3,2,4,5,6,2,2,2,3,2,2,2,40.0,63.0,2,4,1,1,1,1,7,1,2,3,1,1,3,3,1,6,1,2003.0,18.0,1,4,4,3,2,5,2,6,4,2,1,.,97,4,2,2,2,2,1,2,2,1,2,2,4,2,2,7,2,2022-03-31 21:02:27.775000,2022-03-31 21:06:16.178000,2022-03-31 21:06:15.726000,1770468463.0,1.1809926854802
1,1,.,.,2,2,2,2,.,.,1,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,3,2,1,2,3,4,1,4,2,3,5,3,2,3,52.0,48.0,5,4,3,1,1,1,2,4,1,2,1,1,1,2,1,1,2,1973.0,48.0,3,2,2,3,2,5,2,20,2,3,2,4,5,1,2,2,2,1,2,2,2,1,2,1,2,2,1,3,1,2022-03-31 20:40:55.143000,2022-03-31 21:07:50.591000,2022-03-31 21:07:44.432000,1770446919.0,0.792874230238705
.,.,2,2,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,2,2,2,2,4,5,6,1,4,3,3,4,2,3,95.0,60.0,5,1,2,1,2,2,1,5,3,4,1,1,3,4,1,2,1,1958.0,63.0,3,1,1,2,1,3,2,9,1,4,1,5,97,4,2,2,2,1,2,2,2,1,2,3,6,2,3,11,2,2022-03-31 20:49:08.873000,2022-03-31 21:07:54.923000,2022-03-31 21:07:54.155000,1770459275.0,0.820351011656781
.,.,1,2,2,2,.,.,2,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,2,2,2,2,2,5,6,3,2,4,5,5,3,3,2.0,83.0,4,5,3,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1946.0,75.0,4,2,2,5,3,3,2,12,3,1,3,5,9,2,2,2,2,1,2,2,2,1,2,2,5,2,6,1,2,2022-03-31 20:31:09.718000,2022-03-31 21:07:58.183000,2022-03-31 21:07:48.129000,1770440421.0,0.551011354433231
2,2,.,.,1,1,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,2,2,2,5,1,5,3,2,4,3,3,3,2,61.0,36.0,4,4,2,1,2,2,3,5,2,3,2,2,2,6,2,6,2,1957.0,65.0,4,1,1,2,1,4,2,21,3,4,1,.,2,1,2,2,2,1,2,2,2,1,2,2,6,1,8,1,1,2022-03-31 21:05:19.629000,2022-03-31 21:14:50.367000,2022-03-31 21:14:49.725000,1770468851.0,0.837417243314968
1,1,.,.,2,2,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,5,2,2,2,4,5,7,3,3,2,2,3,2,3,94.0,89.0,3,3,3,1,1,2,2,3,2,3,1,1,1,1,1,1,2,1952.0,70.0,4,2,2,4,2,2,2,6,4,1,2,.,3,1,2,2,2,2,1,2,2,1,2,1,3,1,1,1,1,2022-03-31 20:56:22.503000,2022-03-31 21:15:58.070000,2022-03-31 21:15:57.607000,1770464727.0,1.0033684345661
2,2,.,.,1,1,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,2,1,4,5,6,2,1,4,4,3,2,2,76.0,76.0,5,2,3,2,1,1,3,5,3,4,1,1,3,5,1,1,1,1995.0,27.0,1,1,1,3,2,5,2,17,2,3,2,4,1,1,2,2,2,2,1,2,2,1,2,4,6,2,5,10,1,2022-03-31 21:12:09.145000,2022-03-31 21:18:35.551000,2022-03-31 21:18:33.472000,1770482061.0,0.701865584082376
.,.,2,1,1,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,2,2,2,2,2,5,6,3,2,2,3,4,2,3,76.0,47.0,4,2,2,1,2,2,1,5,3,4,1,1,2,7,1,2,1,1959.0,62.0,3,1,1,2,1,3,2,18,2,1,1,6,2,1,2,2,2,2,1,2,2,1,1,1,5,1,3,1,2,2022-03-31 21:07:08.192000,2022-03-31 21:19:06.622000,2022-03-31 21:19:05.951000,1770471469.0,1.05955593801084
2,2,.,.,1,1,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,4,3,3,3,1,1,6,4,3,3,3,4,2,3,22.0,22.0,3,3,2,1,1,2,3,5,4,6,2,2,5,8,2,6,2,1951.0,70.0,4,1,1,2,1,3,2,17,2,2,1,5,2,1,2,2,2,2,1,2,2,1,2,1,2,1,4,1,1,2022-03-31 21:01:42.531000,2022-03-31 21:20:12.575000,2022-03-31 21:20:06.806000,1770468371.0,0.894057314262644
.,.,1,2,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,2,2,2,2,4,5,5,1,2,4,5,5,4,2,51.0,75.0,1,4,1,1,1,2,1,1,2,3,1,1,1,1,1,1,2,1954.0,67.0,4,2,2,4,2,3,2,12,3,2,1,5,7,2,2,2,1,2,2,2,2,1,2,3,6,2,7,11,2,2022-03-31 20:59:28.126000,2022-03-31 21:21:27.066000,2022-03-31 21:21:21.845000,1770468103.0,0.802538030690763
.,.,2,2,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,1,1,2,2,4,1,8,3,2,3,3,3,2,2,53.0,64.0,1,1,1,1,1,1,2,1,2,3,1,1,1,2,1,1,2,1965.0,57.0,3,2,2,5,3,3,2,26,2,1,1,5,8,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,2,2022-03-31 21:01:35.825000,2022-03-31 21:21:57.714000,2022-03-31 21:21:57.194000,1770468345.0,0.544376324599843
2,2,.,.,2,1,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,3,2,2,2,1,5,6,1,3,3,2,3,2,3,57.0,58.0,2,2,1,1,1,2,1,4,2,3,1,1,1,2,1,1,1,1958.0,63.0,3,1,1,3,2,1,2,23,1,4,1,6,10,3,2,2,2,2,1,2,2,1,2,2,5,2,3,11,1,2022-03-31 21:00:10.467000,2022-03-31 21:25:00.066000,2022-03-31 21:24:56.306000,1770468197.0,1.11100364766838
.,.,2,2,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,5,2,2,1,4,5,5,1,5,1,2,2,1,2,91.0,46.0,5,3,2,2,2,2,3,5,3,4,1,1,2,7,1,2,2,1958.0,64.0,3,1,1,2,1,1,2,12,3,4,1,5,97,4,2,2,2,1,1,2,2,1,2,1,6,1,1,1,2,2022-03-31 21:00:55.982000,2022-03-31 21:25:19.005000,2022-03-31 21:25:15.186000,1770468293.0,0.966699729756467
.,.,2,2,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,2,2,2,2,4,5,6,3,1,3,3,4,2,2,75.0,67.0,5,4,3,2,1,1,1,5,3,4,1,1,2,7,1,2,1,1958.0,63.0,3,1,1,2,1,1,2,21,3,2,1,1,8,2,2,2,2,2,1,1,1,2,2,2,6,2,8,2,2,2022-03-31 21:11:51.808000,2022-03-31 21:28:47.448000,2022-03-31 21:28:43.601000,1770480761.0,0.815146586630676
.,.,2,2,1,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,1,2,2,2,4,5,6,4,4,4,3,4,2,3,68.0,48.0,5,3,2,1,2,2,3,2,3,4,1,1,2,7,2,6,1,1959.0,62.0,3,1,1,2,1,5,2,48,3,1,1,6,5,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2022-03-31 21:10:45.574000,2022-03-31 21:31:51.976000,2022-03-31 21:31:39.381000,1770476005.0,1.10140000334759
2,1,.,.,1,2,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,2,.,.,1,1,.,.,2,1,.,.,1,2,2,2,4,5,5,3,4,5,5,5,2,4,73.0,37.0,5,5,2,1,2,2,1,4,3,4,1,1,2,6,1,2,2,1999.0,22.0,1,1,1,3,2,1,2,4,4,2,2,2,5,1,2,2,2,1,2,2,2,1,2,4,2,1,3,1,1,2022-03-31 21:15:09.126000,2022-03-31 21:35:51.990000,2022-03-31 21:35:51.833000,1770486055.0,0.905862965383299
.,.,2,2,1,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,3,2,1,2,4,5,6,1,2,4,4,5,2,1,82.0,43.0,4,2,2,1,2,2,1,5,3,5,1,1,2,6,2,6,2,2003.0,19.0,1,1,1,3,2,5,2,51,3,2,1,.,16,3,2,2,2,2,1,2,2,1,1,1,5,2,3,11,2,2022-03-31 21:36:22.364000,2022-03-31 21:42:33.425000,2022-03-31 21:42:33.294000,1770493515.0,0.685505685286071
1,1,.,.,2,2,1,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,3,3,3,4,5,4,3,3,3,3,2,4,3,48.0,51.0,3,3,3,2,2,1,7,2,4,6,1,1,2,7,1,2,2,2001.0,20.0,1,1,1,3,2,5,2,22,3,4,3,.,2,1,2,2,2,2,1,2,2,1,1,1,7,1,8,12,1,2022-03-31 21:39:38.206000,2022-03-31 21:43:49.129000,2022-03-31 21:43:49.018000,1770495585.0,0.859215578395168
1,2,.,.,1,1,1,1,.,.,1,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,3,1,2,3,3,5,3,3,3,3,3,2,2,48.0,49.0,2,1,1,1,2,1,3,2,3,4,1,1,2,7,1,2,2,1971.0,50.0,3,1,1,4,2,3,1,12,3,2,1,1,6,2,2,1,2,2,2,2,2,1,2,2,7,2,8,5,1,2022-03-31 19:00:01.710000,2022-04-01 01:12:24.799000,2022-04-01 01:12:18.637000,1770371139.0,0.990254956168253
2,2,.,.,1,2,1,2,.,.,1,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,1,.,.,3,2,1,2,4,5,5,1,4,2,2,4,1,2,100.0,35.0,5,1,2,1,2,2,1,4,3,5,1,1,2,7,1,2,2,1951.0,71.0,4,3,3,3,2,1,2,6,4,1,1,5,8,2,2,2,2,1,2,2,2,1,1,2,6,2,2,2,1,2022-03-31 19:31:51.784000,2022-04-02 19:18:54.361000,2022-04-02 19:18:49.686000,1770392499.0,0.511137583083367
2,2,.,.,2,2,2,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,3,2,3,2,5,5,7,1,2,2,3,3,2,2,53.0,36.0,3,3,3,1,1,2,4,3,2,3,2,2,2,6,2,6,2,1958.0,63.0,3,1,1,3,2,3,2,8,4,3,2,2,1,1,2,2,2,1,2,2,2,1,2,2,5,2,3,2,1,2022-03-31 19:21:53.074000,2022-04-02 18:08:45.712000,2022-04-02 18:08:36.219000,1770388721.0,0.953982146464846
1,1,.,.,2,1,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,2,2,2,4,5,5,1,4,2,3,4,2,3,40.0,70.0,1,1,3,1,1,2,1,1,2,3,1,1,1,2,1,1,2,1955.0,66.0,4,3,3,3,2,5,2,4,4,1,2,5,2,1,2,2,2,1,2,2,2,1,2,3,5,2,2,12,1,2022-03-31 21:02:21.358000,2022-03-31 21:48:25.481000,2022-03-31 21:48:19.261000,1770468441.0,0.564895085745489
