Q1A,Q2A,Q1B,Q2B,Q3A,Q4A,Q3B,Q4B,Q5A,Q6A,Q5B,Q6B,Q7A,Q8A,Q7B,Q8B,Q9A,Q10A,Q9B,Q10B,Q11A,Q12A,Q11B,Q12B,Q13A,Q14A,Q13B,Q14B,Q15A,Q16A,Q15B,Q16B,Q17A,Q18A,Q17B,Q18B,Q19A,Q20A,Q19B,Q20B,Q21A,Q22A,Q21B,Q22B,Q23A,Q24A,Q23B,Q24B,Q41A,Q42A,Q41B,Q42B,Q43A,Q44A,Q43B,Q44B,Q38,Q25,Q26,Q27,Q28,Q29,Q39,Q40,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q45,Q46,newsint,cablenews,ideo3,ideo5,votereg,votereg2,pid3,pid7,turnout20post,presvote20post,gender,birthyr,age,age4,race,race4,educ,educ4,marstat,child18,inputstate,region,urbancity,acsownrent,employstat2,faminc,income3,milstat_1,milstat_2,milstat_3,milstat_4,milstat_5,union_hhold_1,union_hhold_2,union_hhold_3,volunteer,pew_religimp,pew_churatd,pew_bornagain,pew_prayer,religpew,rand_ab,starttime,endtime,lastmodified,caseid,weight
2,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,4,2,2,2,4,5,6,3,5,2,3,5,5,61.0,62.0,5,4,1,5,2,3,1,1,3,5,1,1,1,1959.0,61.0,3,1,1,3,2,1,2,49,4,2,1,1,5,1,.,.,.,1,.,.,.,1,1,1,2,2,1,12,1,2021-04-09 11:34:43.580000,2021-04-10 01:48:45.012000,2021-04-10 01:48:39.657000,1418013125.0,0.806082067251142
1,2,.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,4,2,2,2,2,5,6,2,4,2,3,4,3,31.0,79.0,2,3,2,5,1,2,1,1,1,1,1,1,2,1980.0,40.0,2,1,1,4,2,1,1,39,2,2,2,1,6,2,2,2,2,2,1,2,2,1,2,4,6,2,7,9,1,2021-04-09 12:22:51.087000,2021-04-09 14:36:24.274000,2021-04-09 14:36:23.330000,1418142343.0,0.799926913746174
2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,4,2,1,2,4,5,6,1,2,3,1,1,2,40.0,70.0,1,1,2,1,2,3,1,1,1,2,1,1,1,1958.0,63.0,3,3,3,5,3,3,2,34,1,3,1,5,5,1,.,.,.,1,.,1,.,.,2,4,6,2,7,9,1,2021-04-09 14:26:31.990000,2021-04-09 14:53:33.126000,2021-04-09 14:53:27.934000,1418248359.0,0.886282131547665
2,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,4,2,2,2,4,5,6,1,5,5,1,4,1,50.0,75.0,4,1,2,1,2,3,1,1,1,2,1,1,2,1951.0,69.0,4,2,2,3,2,4,2,48,3,2,1,1,6,2,.,.,.,1,.,.,.,1,2,1,5,1,1,1,1,2021-04-09 13:27:49.789000,2021-04-09 14:55:37.035000,2021-04-09 14:55:32.056000,1417459259.0,0.645691034826196
.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,2,4,2,2,2,4,5,6,2,5,4,3,2,3,72.0,85.0,4,2,1,3,3,4,1,1,1,2,1,1,2,1958.0,63.0,3,2,2,5,3,5,2,24,3,2,1,5,10,3,.,.,.,1,.,.,.,1,1,1,1,1,1,12,2,2021-04-09 14:26:35.821000,2021-04-09 14:56:08.242000,2021-04-09 14:56:07.536000,1418248363.0,0.564596879568962
.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,5,3,3,3,4,5,5,1,3,3,2,3,3,63.0,60.0,3,3,2,1,2,3,1,1,1,1,1,1,2,1984.0,36.0,2,2,2,5,3,5,2,48,3,1,2,1,3,1,.,.,.,.,1,.,.,1,2,1,2,1,1,2,2,2021-04-09 14:52:56.445000,2021-04-09 14:57:51.822000,2021-04-09 14:57:43.233000,1418269063.0,0.687975190536076
.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,2,4,2,2,1,4,4,5,2,3,2,3,2,4,57.0,46.0,2,1,3,5,2,3,2,2,5,3,1,2,1,1993.0,28.0,1,3,3,5,3,1,1,6,4,1,2,3,1,1,2,2,2,2,1,2,2,1,2,3,2,1,4,5,2,2021-04-09 14:47:02.351000,2021-04-09 15:01:37.922000,2021-04-09 15:01:37.733000,1418255723.0,0.958497307002367
1,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,1,.,.,1,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,1,1,1,4,5,3,2,3,3,3,2,21.0,11.0,3,3,1,1,1,2,1,1,1,1,1,1,2,1987.0,33.0,2,1,1,3,2,5,2,53,4,1,2,1,6,2,.,1,.,.,.,1,.,.,1,2,6,2,4,9,1,2021-04-09 14:55:36.678000,2021-04-09 15:06:43.745000,2021-04-09 15:06:42.924000,1418269445.0,0.800796653234614
.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,1,.,.,2,2,3,1,2,2,2,1,6,2,2,2,2,1,2,69.0,75.0,2,2,2,1,3,5,1,1,2,7,1,1,1,1975.0,45.0,3,3,3,5,3,1,2,47,3,3,1,.,13,3,1,2,1,2,2,1,2,2,1,1,1,1,3,1,2,2021-04-09 14:58:14.899000,2021-04-09 15:12:00.937000,2021-04-09 15:11:28.172000,1418274969.0,0.73761234121441
.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,4,2,1,2,4,5,6,2,4,2,1,4,1,65.0,77.0,1,1,1,3,3,4,1,1,1,1,1,1,2,1987.0,33.0,2,3,3,5,3,1,1,24,3,2,2,1,8,2,.,1,.,.,.,.,.,1,2,1,2,1,2,1,2,2021-04-09 15:03:31.868000,2021-04-09 15:13:26.711000,2021-04-09 15:13:22.802000,1418276065.0,0.619463946185784
2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,4,3,1,3,4,5,6,1,2,3,2,2,2,25.0,77.0,1,1,2,2,1,2,1,1,3,3,1,1,2,1959.0,61.0,3,2,2,5,3,1,2,10,3,3,1,5,11,3,.,.,.,.,1,.,.,1,2,1,3,2,1,1,1,2021-04-09 15:00:25.619000,2021-04-09 15:22:25.883000,2021-04-09 15:22:22.623000,1417428189.0,0.564596879568962
.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,1,5,2,2,1,4,5,5,3,4,4,2,5,5,43.0,63.0,3,1,1,1,2,3,1,1,3,3,1,1,1,1972.0,48.0,3,1,1,2,1,5,2,6,4,1,2,3,1,1,.,.,.,.,1,.,.,1,2,2,6,1,2,1,2,2021-04-09 14:59:58.573000,2021-04-09 15:32:24.992000,2021-04-09 15:32:24.353000,1418275169.0,0.970889224271092
2,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,4,2,2,2,5,5,6,4,4,2,3,3,3,51.0,67.0,4,3,1,5,2,3,2,2,1,2,2,6,2,1955.0,65.0,4,1,1,3,2,4,2,20,2,1,2,5,2,1,.,.,.,1,.,.,.,1,1,1,3,1,1,1,1,2021-04-09 15:28:39.764000,2021-04-09 15:49:08.751000,2021-04-09 15:49:08.073000,1418301429.0,0.823381006568635
.,.,2,1,.,.,1,2,.,.,2,1,.,.,1,2,.,.,2,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,1,3,2,2,2,4,5,6,1,3,4,2,2,2,52.0,29.0,2,1,1,3,2,3,1,1,1,1,1,1,2,1949.0,71.0,4,2,2,5,3,3,2,39,2,5,2,5,3,1,.,.,.,.,1,.,.,1,2,1,1,2,1,1,2,2021-04-09 14:31:05.375000,2021-04-09 16:02:59.315000,2021-04-09 16:02:44.634000,1418085407.0,0.698333677083642
.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,5,2,2,2,4,5,5,2,5,2,4,5,5,37.0,76.0,2,2,1,3,1,2,1,1,1,1,1,1,2,1953.0,67.0,4,3,3,5,3,1,2,37,3,2,1,1,10,3,2,2,2,2,1,2,2,1,2,4,5,2,6,10,2,2021-04-09 15:59:10.476000,2021-04-09 16:14:56.904000,2021-04-09 16:14:52.723000,1417459269.0,0.580259018657004
.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,5,2,2,2,4,5,6,5,4,3,4,2,4,85.0,66.0,5,2,2,5,3,5,1,1,2,7,1,2,2,1980.0,40.0,2,1,1,3,2,1,1,29,2,3,1,7,6,2,.,.,.,.,1,.,.,1,2,1,2,1,1,12,2,2021-04-09 15:58:34.341000,2021-04-09 16:27:28.492000,2021-04-09 16:27:24.380000,1418325441.0,1.45998093737593
1,1,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,3,3,2,2,1,5,4,2,2,2,1,1,2,85.0,51.0,1,2,7,2,1,1,1,1,1,1,1,1,2,1991.0,30.0,2,2,2,5,3,6,2,42,1,4,2,.,8,2,1,1,.,.,.,.,.,1,1,1,7,2,8,3,1,2021-04-09 16:22:29.647000,2021-04-09 16:30:20.542000,2021-04-09 16:30:19.868000,1418347615.0,0.826640342427493
1,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,1,1,3,5,5,6,2,5,2,3,3,2,57.0,60.0,4,3,2,2,2,3,1,1,1,1,1,1,2,1960.0,60.0,3,2,2,5,3,3,2,28,3,1,1,6,3,1,.,.,.,.,1,.,.,1,2,2,3,1,1,1,1,2021-04-09 14:19:04.960000,2021-04-11 19:48:51.108000,2021-04-11 19:48:46.802000,1418038127.0,0.564596879568962
2,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,5,2,2,2,4,5,8,1,4,3,1,4,5,63.0,8.0,5,1,1,3,3,4,1,1,1,2,1,1,1,1958.0,62.0,3,2,2,5,3,1,2,12,3,2,1,1,5,1,.,.,.,1,.,.,.,1,2,1,4,1,1,12,1,2021-04-09 16:24:34.512000,2021-04-09 16:38:20.004000,2021-04-09 16:38:16.061000,1417991605.0,0.81919051804922
.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,3,1,1,2,4,4,4,2,4,2,3,3,3,50.0,55.0,3,2,1,1,2,3,1,1,1,2,1,1,2,1940.0,80.0,4,3,3,5,3,1,2,12,3,2,1,5,9,2,2,2,2,2,1,.,.,1,2,1,5,2,2,2,2,2021-04-09 16:09:18.582000,2021-04-09 16:38:23.630000,2021-04-09 16:38:17.685000,1418328943.0,0.580259018657004
1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,4,1,1,2,4,5,6,2,3,2,1,3,3,35.0,95.0,2,1,1,5,1,2,1,1,3,4,1,1,2,1984.0,37.0,2,1,1,3,2,1,1,18,2,2,2,7,5,1,.,.,.,.,1,.,.,1,2,4,6,2,7,10,1,2021-04-09 15:57:07.876000,2021-04-09 16:41:07.040000,2021-04-09 16:41:06.344000,1418325267.0,0.799926913746174
2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,5,2,2,3,5,5,8,1,3,3,2,2,4,52.0,58.0,4,2,2,1,2,3,1,1,1,2,1,1,2,1985.0,35.0,2,1,1,3,2,5,2,42,1,1,1,1,97,4,.,.,.,.,1,2,2,1,2,4,6,2,7,2,1,2021-04-09 16:50:01.836000,2021-04-09 16:59:44.229000,2021-04-09 16:59:40.870000,1418370989.0,0.886971740804581
.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,2,4,2,2,2,4,5,6,1,2,4,1,4,3,49.0,83.0,1,1,1,3,2,3,1,1,1,2,1,1,2,1954.0,66.0,4,2,2,4,2,3,2,47,3,4,1,5,9,2,.,.,.,.,1,.,.,1,2,2,2,1,1,1,2,2021-04-09 16:50:57.977000,2021-04-09 17:03:48.909000,2021-04-09 17:03:45.378000,1417701513.0,0.645691034826196
2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,5,2,2,1,4,5,4,1,5,4,1,4,3,96.0,17.0,5,3,1,5,3,5,1,1,2,7,1,2,2,1978.0,42.0,2,1,1,4,2,1,2,48,3,2,1,5,12,3,.,.,.,1,.,.,.,1,1,1,5,2,1,1,1,2021-04-09 16:48:45.555000,2021-04-09 17:07:02.822000,2021-04-09 17:06:51.182000,1418367213.0,1.24688329827161
1,2,.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,4,2,3,2,2,1,4,3,5,2,3,5,3,17.0,70.0,4,1,2,5,1,1,3,2,1,1,1,1,2,1977.0,43.0,2,1,1,3,2,6,1,5,3,4,2,7,3,1,2,2,2,1,2,2,2,1,2,3,5,2,6,11,1,2021-04-09 16:51:03.145000,2021-04-09 17:10:18.472000,2021-04-09 17:10:05.276000,1418371181.0,0.738186271659819
1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,4,1,2,2,3,5,3,2,2,3,2,2,2,68.0,67.0,3,2,2,2,4,6,1,1,2,7,1,1,1,2000.0,20.0,1,1,1,2,1,5,1,8,4,1,1,.,2,1,1,2,2,2,2,2,2,1,2,2,3,1,3,2,1,2021-04-09 17:04:33.974000,2021-04-09 17:11:35.027000,2021-04-09 17:11:34.822000,1417057411.0,0.875642561599242
.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,3,2,2,2,4,5,6,1,1,2,2,2,4,24.0,90.0,2,2,2,3,1,2,1,1,1,1,1,1,2,1943.0,77.0,4,2,2,3,2,5,2,11,3,1,2,5,4,1,.,.,.,1,.,.,.,1,2,2,3,1,5,1,2,2021-04-09 17:04:47.953000,2021-04-09 17:17:58.666000,2021-04-09 17:17:54.006000,1417670657.0,0.645691034826196
2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,3,3,2,3,9,5,3,3,3,3,3,63.0,64.0,3,3,4,1,4,6,2,2,5,4,2,6,2,1966.0,55.0,3,1,1,2,1,5,2,42,1,3,2,4,1,1,.,.,.,.,1,.,.,1,2,1,5,1,2,1,1,2021-04-09 17:12:56.237000,2021-04-09 17:18:39.082000,2021-04-09 17:18:32.988000,1418387863.0,0.750133563133413
.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,1,5,2,2,2,4,5,6,4,4,4,2,4,3,3.0,100.0,4,4,1,5,4,6,1,1,4,4,2,6,1,1974.0,47.0,3,1,1,3,2,1,2,20,2,4,1,3,5,1,.,.,1,.,.,.,.,1,2,4,6,2,7,9,2,2021-04-09 16:44:22.803000,2021-04-09 17:21:16.222000,2021-04-09 17:21:10.538000,1417578701.0,1.3294438777342
2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,1,1,.,.,4,2,2,2,4,5,7,2,4,3,4,3,3,51.0,67.0,2,2,1,1,2,3,1,1,1,1,1,1,2,1950.0,70.0,4,2,2,3,2,1,2,45,3,1,1,5,8,2,.,.,.,1,.,.,.,1,2,1,1,2,3,1,1,2021-04-09 14:01:09.096000,2021-04-10 15:41:59.070000,2021-04-10 15:41:58.391000,1415500503.0,0.645691034826196
.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,4,2,2,2,4,5,6,2,4,3,2,4,3,25.0,90.0,3,3,1,3,1,2,1,1,1,1,1,1,1,1971.0,50.0,3,1,1,4,2,1,2,24,3,2,1,2,11,3,.,.,.,.,1,2,2,1,2,4,6,2,7,10,2,2021-04-09 15:34:55.784000,2021-04-10 16:11:25.226000,2021-04-10 16:11:24.583000,1414209007.0,0.743058444952851
2,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,1,.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,1,.,.,1,2,2,2,4,5,2,3,3,4,3,3,4,52.0,51.0,3,3,3,5,2,3,1,1,5,4,1,1,1,1994.0,27.0,1,1,1,3,2,5,2,6,4,2,1,.,10,3,.,.,.,.,1,.,.,1,2,4,6,2,7,10,1,2021-04-09 17:37:10.663000,2021-04-09 17:40:17.608000,2021-04-09 17:40:17.373000,1418396241.0,0.727003399133323
1,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,3,3,3,3,1,1,10,3,5,5,1,3,1,48.0,50.0,3,3,4,5,2,3,2,2,3,4,1,2,2,1977.0,44.0,2,1,1,3,2,5,1,13,3,4,1,4,1,1,.,.,.,.,1,.,.,1,2,4,6,1,7,11,1,2021-04-09 18:18:37.671000,2021-04-09 18:24:08.129000,2021-04-09 18:24:03.503000,1418439597.0,1.24688329827161
.,.,1,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,1,4,2,2,3,3,5,5,3,5,2,2,3,3,98.0,50.0,5,1,2,5,3,5,2,2,3,4,2,6,2,1950.0,70.0,4,1,1,2,1,1,2,17,2,3,2,5,3,1,.,.,.,1,.,.,1,.,2,1,5,1,1,1,2,2021-04-09 18:11:19.168000,2021-04-09 18:24:38.581000,2021-04-09 18:24:34.888000,1418291613.0,0.991725010671786
2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,4,3,3,1,5,3,7,2,3,3,4,3,3,25.0,80.0,3,3,3,5,4,6,2,2,5,8,2,6,2,1979.0,42.0,2,1,1,4,2,3,1,21,3,2,2,.,4,1,.,.,.,.,1,.,.,1,2,2,4,2,3,1,1,2021-04-09 18:17:55.975000,2021-04-09 18:26:44.747000,2021-04-09 18:26:39.103000,1418439535.0,0.826758797133988
.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,1,3,3,3,5,4,1,5,3,3,2,2,2,20.0,16.0,3,5,7,5,4,6,2,2,3,4,2,6,2,1959.0,61.0,3,1,1,2,1,1,2,36,1,2,1,7,8,2,.,.,.,1,.,.,1,.,1,2,7,2,8,2,2,2021-04-09 18:23:58.828000,2021-04-09 18:30:43.164000,2021-04-09 18:30:37.553000,1418083807.0,0.750133563133413
.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,4,2,2,2,4,5,5,2,2,3,2,2,3,50.0,50.0,5,2,2,5,2,3,2,2,3,4,2,6,1,1940.0,80.0,4,1,1,3,2,1,2,42,1,2,1,5,8,2,2,2,1,1,2,2,2,1,2,4,6,2,7,11,2,2021-04-09 18:14:44.026000,2021-04-09 18:39:25.299000,2021-04-09 18:39:20.450000,1416273467.0,1.04122729290362
2,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,3,1,2,1,1,4,8,2,3,2,1,2,1,52.0,56.0,1,3,2,3,3,5,1,1,1,1,1,1,1,1991.0,29.0,1,1,1,3,2,5,2,13,3,1,1,.,13,3,.,1,.,.,.,1,.,.,1,1,2,1,2,2,1,2021-04-09 18:35:08.882000,2021-04-09 18:39:37.685000,2021-04-09 18:39:37.529000,1418446521.0,0.670162551906939
.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,4,2,2,2,4,5,6,1,3,3,3,3,3,50.0,80.0,2,2,1,4,2,3,1,1,1,2,1,1,2,1947.0,73.0,4,2,2,2,1,5,2,48,3,1,1,5,2,1,.,.,.,1,.,.,.,1,2,2,4,2,3,1,2,2021-04-09 18:32:12.109000,2021-04-09 18:53:08.443000,2021-04-09 18:53:00.184000,1418444459.0,0.723683183500009
.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,1,5,2,2,2,4,5,6,1,4,2,2,5,3,13.0,79.0,5,1,3,5,1,1,1,1,1,2,1,1,2,2002.0,18.0,1,1,1,2,1,5,2,18,2,4,3,4,97,4,2,2,2,2,1,2,2,1,2,3,6,2,2,4,2,2021-04-09 18:38:11.651000,2021-04-09 18:56:46.915000,2021-04-09 18:56:23.460000,1418451615.0,0.987436967153216
.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,4,2,2,2,4,5,7,1,5,3,2,3,3,94.0,84.0,5,5,1,2,3,4,1,1,2,7,1,2,1,1965.0,55.0,3,1,1,3,2,5,1,17,2,1,1,.,13,3,.,.,.,.,1,1,.,.,2,1,3,2,2,2,2,2021-04-09 18:48:58.490000,2021-04-09 19:00:35.897000,2021-04-09 19:00:32.520000,1418466355.0,0.989710664550249
.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,1,4,2,2,3,4,5,2,5,2,5,1,2,2,57.0,19.0,5,2,2,5,3,4,2,2,2,6,2,6,2,1978.0,43.0,2,1,1,3,2,1,2,42,1,4,1,3,9,2,.,.,.,.,1,.,.,1,2,4,6,2,7,9,2,2021-04-09 18:38:47.986000,2021-04-09 19:12:17.538000,2021-04-09 19:12:13.174000,1418453953.0,0.758896377456625
2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,5,2,2,2,4,5,6,1,4,4,2,3,4,94.0,35.0,5,3,2,5,3,5,1,1,3,4,1,2,2,1986.0,34.0,2,1,1,3,2,1,1,47,3,4,1,7,9,2,.,.,.,.,1,.,.,1,2,1,2,2,2,1,1,2021-04-09 19:02:44.705000,2021-04-09 19:21:46.826000,2021-04-09 19:21:46.308000,1418470031.0,1.24688329827161
.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,1,.,.,2,2,1,3,1,2,2,1,9,2,1,1,4,3,3,36.0,35.0,1,1,1,2,2,3,1,1,3,4,2,6,1,1993.0,27.0,1,1,1,2,1,5,2,53,4,2,2,1,3,1,2,2,2,2,1,1,.,.,2,1,6,1,1,1,2,2021-04-09 19:22:49.819000,2021-04-09 19:25:48.542000,2021-04-09 19:25:45.058000,1418490253.0,1.72753944606978
